sku,gondola,brand,name,presentation,blocked_field,blocking_reason,evidence,next_action
"rutini-cabernet-malbec-750ml-local","Vinos","Rutini","Rutini","Botella · 750 ml · Unidad","price","Precio no confirmado por el negocio. Identidad e imagen verificadas; el registro entra a la góndola como ""Precio próximamente"" y no es comprable.","https://www.disco.com.ar/vino-tinto-rutini-cabernet-malbec-750-cc/p","El negocio confirma precio y stock; recién ahí publicable=true."
"trumpeter-malbec-750ml-local","Vinos","Trumpeter","Trumpeter Malbec","Botella · 750 ml · Unidad","price","Precio no confirmado por el negocio. Identidad e imagen verificadas; el registro entra a la góndola como ""Precio próximamente"" y no es comprable.","https://www.vea.com.ar/vino-tinto-trumpeter-malbec-750-cc/p","El negocio confirma precio y stock; recién ahí publicable=true."
"coca-cola-original-pet-500ml","Gaseosas","Coca-Cola","Coca-Cola Original","Botella PET · 500 ml · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento coca-cola-original-pet-500ml-pack-12 (Pack x12, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"coca-cola-zero-pet-500ml","Gaseosas","Coca-Cola","Coca-Cola Zero","Botella PET · 500 ml · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento coca-cola-zero-pet-500ml-pack-12 (Pack x12, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"sprite-original-pet-500ml","Gaseosas","Sprite","Sprite Original","Botella PET · 500 ml · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento sprite-original-pet-500ml-pack-12 (Pack x12, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"coca-cola-original-pet-1500ml","Gaseosas","Coca-Cola","Coca-Cola Original","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento coca-cola-original-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"coca-cola-zero-pet-1500ml","Gaseosas","Coca-Cola","Coca-Cola Zero","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento coca-cola-zero-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"sprite-original-pet-1500ml","Gaseosas","Sprite","Sprite Original","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento sprite-original-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"fanta-naranja-pet-1500ml","Gaseosas","Fanta","Fanta Naranja","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento fanta-naranja-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"schweppes-tonica-pet-1500ml","Mixers","Schweppes","Schweppes Tónica","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento schweppes-tonica-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"schweppes-citrus-pet-1500ml","Mixers","Schweppes","Schweppes Citrus","Botella PET · 1,5 L · Unidad","price+stock","Unidad de venta derivada del pack de abastecimiento schweppes-citrus-pet-1500ml-pack-6 (Pack x6, precio de pack confirmado). El precio UNITARIO no se puede derivar dividiendo el pack: incluye el margen minorista que fija el local, así que queda pendiente en vez de inventarse.","js/core/retail-packaging.js — publishRetailUnits","El negocio confirma precio unitario y stock en unidades; recién ahí publicable=true."
"(rubro) snacks","Snacks","","Rubro Snacks sin relevar","","identity+price+image","El rubro Snacks está declarado en la taxonomía comercial y no tiene ningún producto relevado: no hay identidad, precio, imagen ni código de barras confirmados para ningún SKU. No se inventó ninguno.","scripts/taba2-catalog-authority.mjs — el rubro no tiene semillas.","Relevar SKU con ficha de cadena comercial verificable y confirmar precio con el negocio."
"(rubro) golosinas","Golosinas","","Rubro Golosinas sin relevar","","identity+price+image","El rubro Golosinas está declarado en la taxonomía comercial y no tiene ningún producto relevado: no hay identidad, precio, imagen ni código de barras confirmados para ningún SKU. No se inventó ninguno.","scripts/taba2-catalog-authority.mjs — el rubro no tiene semillas.","Relevar SKU con ficha de cadena comercial verificable y confirmar precio con el negocio."
"combo-mesa-familiar","Gaseosas","","Mesa familiar (Coca 1,5 L x6 + Sprite 1,5 L x6)","Combo diseñado, no publicado","components","Los packs de gaseosa de 1,5 L existen en el catálogo como pack de abastecimiento y no están publicados como unidad de venta minorista, así que el combo no tiene componentes comprables en la góndola.","Diseño comercial de esta entrega.","Confirmar precio de los componentes o publicarlos como unidad de venta; después re-evaluar el combo."
"combo-kit-de-tragos","Mixers","","Kit de tragos (Schweppes Tónica x6 + Citrus x6)","Combo diseñado, no publicado","components","Mismo bloqueo que Mesa familiar: los packs de mixer de 1,5 L no están publicados como unidad de venta minorista.","Diseño comercial de esta entrega.","Confirmar precio de los componentes o publicarlos como unidad de venta; después re-evaluar el combo."
"combo-fernet-y-coca","Fernet y amargos","","Fernet y Coca","Combo diseñado, no publicado","components","Ningún fernet tiene precio confirmado: Fernet Branca, Brancamenta y Buhero Negro están en la góndola como ""Precio próximamente"". Sin precio de componente no hay precio individual que tachar ni ahorro que anunciar.","Diseño comercial de esta entrega.","Confirmar precio de los componentes o publicarlos como unidad de venta; después re-evaluar el combo."
"combo-gin-tonic","Destilados","","Gin tonic para dos","Combo diseñado, no publicado","components","Ningún gin tiene precio confirmado y el mixer de tónica no está publicado como unidad minorista: faltan los dos lados del combo.","Diseño comercial de esta entrega.","Confirmar precio de los componentes o publicarlos como unidad de venta; después re-evaluar el combo."
